IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, F_drag_cable=( 0.00, -0.06), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 10.80, L= 402.59, L_straight= 398.56, slack=  4.03, T_bat= 0.41, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 10.90, L= 402.60, L_straight= 398.53, slack=  4.06, T_bat= 0.39, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.00, L= 402.61, L_straight= 398.51, slack=  4.10, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.10, L= 402.62, L_straight= 398.49, slack=  4.13, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.20, L= 402.63, L_straight= 398.46, slack=  4.16, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.30, L= 402.64, L_straight= 398.44, slack=  4.20, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.40, L= 402.65, L_straight= 398.42, slack=  4.23, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.50, L= 402.66, L_straight= 398.39, slack=  4.27, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.60, L= 402.67, L_straight= 398.37, slack=  4.30, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.70, L= 402.68, L_straight= 398.34, slack=  4.33, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.80, L= 402.69, L_straight= 398.32, slack=  4.37, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 11.90, L= 402.70, L_straight= 398.30, slack=  4.40, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.00, L= 402.71, L_straight= 398.27, slack=  4.43, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.10, L= 402.72, L_straight= 398.25, slack=  4.47, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.20, L= 402.73, L_straight= 398.23, slack=  4.50, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.30, L= 402.74, L_straight= 398.20, slack=  4.54, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.40, L= 402.75, L_straight= 398.18, slack=  4.57, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.50, L= 402.76, L_straight= 398.15, slack=  4.60, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.60, L= 402.77, L_straight= 398.13, slack=  4.64, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.70, L= 402.78, L_straight= 398.11, slack=  4.67, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.80, L= 402.79, L_straight= 398.08, slack=  4.70, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 12.90, L= 402.80, L_straight= 398.06, slack=  4.74, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.00, L= 402.81, L_straight= 398.04, slack=  4.77, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.10, L= 402.82, L_straight= 398.01, slack=  4.81, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.20, L= 402.83, L_straight= 397.99, slack=  4.84, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.30, L= 402.84, L_straight= 397.96, slack=  4.87, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.40, L= 402.85, L_straight= 397.94, slack=  4.91, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.50, L= 402.86, L_straight= 397.92, slack=  4.94, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.60, L= 402.87, L_straight= 397.89, slack=  4.97, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.70, L= 402.88, L_straight= 397.87, slack=  5.01, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.80, L= 402.89, L_straight= 397.84, slack=  5.04, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -3.51), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 13.90, L= 402.90, L_straight= 397.82, slack=  5.08, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.00, L= 402.91, L_straight= 397.80, slack=  5.11, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.10, L= 402.92, L_straight= 397.77, slack=  5.14, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.20, L= 402.93, L_straight= 397.75, slack=  5.18, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.30, L= 402.94, L_straight= 397.73, slack=  5.21, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.40, L= 402.95, L_straight= 397.70, slack=  5.24, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.50, L= 402.96, L_straight= 397.68, slack=  5.28, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.60, L= 402.97, L_straight= 397.65, slack=  5.31, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.70, L= 402.98, L_straight= 397.63, slack=  5.35, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.80, L= 402.99, L_straight= 397.61, slack=  5.38, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 14.90, L= 403.00, L_straight= 397.58, slack=  5.41, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 15.00, L= 403.01, L_straight= 397.56, slack=  5.45, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
[SCEN] t=15.10 scen=Fy crit=(t>15:-25) T_bat=0.35918389161110303 y=-396.41 x=29.92 L=403.02
IC_L_7: t= 15.10, L= 403.02, L_straight= 397.54, slack=  5.48, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd= -2.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 15.20, L= 403.03, L_straight= 397.51, slack=  5.51, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -3.52), Fy_cmd=-25.00, desired=  0.10, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 15.30, L= 403.04, L_straight= 397.50, slack=  5.54, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -1.61), Fy_cmd=-25.00, desired=  0.17, ret=  0.11, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.40, L= 403.05, L_straight= 397.49, slack=  5.56, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.01, -0.59), Fy_cmd=-25.00, desired=  0.19, ret=  0.11, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.50, L= 403.06, L_straight= 397.48, slack=  5.58, T_bat= 0.49, T_rov= 0.50, F_drag_cable=( 0.01, -0.11), Fy_cmd=-25.00, desired=  0.20, ret=  0.12, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.60, L= 403.07, L_straight= 397.48, slack=  5.59, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.01,  0.01), Fy_cmd=-25.00, desired=  0.21, ret=  0.13, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.70, L= 403.08, L_straight= 397.49, slack=  5.59, T_bat= 0.63, T_rov= 0.50, F_drag_cable=( 0.01,  0.25), Fy_cmd=-25.00, desired=  0.23, ret=  0.14, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.80, L= 403.10, L_straight= 397.50, slack=  5.60, T_bat= 0.71, T_rov= 0.50, F_drag_cable=( 0.01,  0.82), Fy_cmd=-25.00, desired=  0.26, ret=  0.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.90, L= 403.11, L_straight= 397.52, slack=  5.60, T_bat= 0.79, T_rov= 0.50, F_drag_cable=( 0.01,  1.61), Fy_cmd=-25.00, desired=  0.30, ret=  0.17, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.00, L= 403.13, L_straight= 397.54, slack=  5.59, T_bat= 0.89, T_rov= 0.50, F_drag_cable=( 0.01,  2.54), Fy_cmd=-25.00, desired=  0.34, ret=  0.19, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.10, L= 403.15, L_straight= 397.56, slack=  5.59, T_bat= 1.00, T_rov= 0.50, F_drag_cable=( 0.01,  3.49), Fy_cmd=-25.00, desired=  0.37, ret=  0.20, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.20, L= 403.17, L_straight= 397.59, slack=  5.58, T_bat= 1.13, T_rov= 0.50, F_drag_cable=( 0.01,  4.36), Fy_cmd=-25.00, desired=  0.41, ret=  0.22, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.30, L= 403.19, L_straight= 397.62, slack=  5.58, T_bat= 1.27, T_rov= 0.50, F_drag_cable=( 0.01,  5.12), Fy_cmd=-25.00, desired=  0.44, ret=  0.25, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.40, L= 403.22, L_straight= 397.65, slack=  5.57, T_bat= 1.43, T_rov= 0.50, F_drag_cable=( 0.01,  5.73), Fy_cmd=-25.00, desired=  0.47, ret=  0.27, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.50, L= 403.24, L_straight= 397.68, slack=  5.57, T_bat= 1.61, T_rov= 0.50, F_drag_cable=( 0.01,  6.21), Fy_cmd=-25.00, desired=  0.49, ret=  0.29, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.60, L= 403.27, L_straight= 397.71, slack=  5.56, T_bat= 1.81, T_rov= 0.50, F_drag_cable=( 0.01,  6.57), Fy_cmd=-25.00, desired=  0.51, ret=  0.31, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.70, L= 403.30, L_straight= 397.74, slack=  5.56, T_bat= 2.04, T_rov= 0.50, F_drag_cable=( 0.01,  6.84), Fy_cmd=-25.00, desired=  0.52, ret=  0.33, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.80, L= 403.34, L_straight= 397.78, slack=  5.56, T_bat= 2.29, T_rov= 0.50, F_drag_cable=( 0.01,  7.04), Fy_cmd=-25.00, desired=  0.53, ret=  0.35, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.90, L= 403.37, L_straight= 397.81, slack=  5.56, T_bat= 2.58, T_rov= 0.50, F_drag_cable=( 0.01,  7.18), Fy_cmd=-25.00, desired=  0.54, ret=  0.37, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.00, L= 403.41, L_straight= 397.84, slack=  5.57, T_bat= 2.90, T_rov= 0.50, F_drag_cable=( 0.01,  7.28), Fy_cmd=-25.00, desired=  0.55, ret=  0.39, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.10, L= 403.45, L_straight= 397.88, slack=  5.57, T_bat= 3.26, T_rov= 0.50, F_drag_cable=( 0.01,  7.36), Fy_cmd=-25.00, desired=  0.55, ret=  0.41, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.20, L= 403.49, L_straight= 397.91, slack=  5.58, T_bat= 3.62, T_rov= 0.50, F_drag_cable=( 0.01,  7.41), Fy_cmd=-25.00, desired=  0.56, ret=  0.42, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.30, L= 403.53, L_straight= 397.95, slack=  5.58, T_bat= 4.08, T_rov= 0.50, F_drag_cable=( 0.01,  7.44), Fy_cmd=-25.00, desired=  0.56, ret=  0.43, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.40, L= 403.57, L_straight= 397.98, slack=  5.59, T_bat= 4.59, T_rov= 0.50, F_drag_cable=( 0.01,  7.47), Fy_cmd=-25.00, desired=  0.56, ret=  0.45, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.50, L= 403.62, L_straight= 398.02, slack=  5.60, T_bat= 5.16, T_rov= 0.50, F_drag_cable=( 0.01,  7.49), Fy_cmd=-25.00, desired=  0.57, ret=  0.46, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.60, L= 403.67, L_straight= 398.05, slack=  5.62, T_bat= 5.80, T_rov= 0.50, F_drag_cable=( 0.01,  7.50), Fy_cmd=-25.00, desired=  0.57, ret=  0.47, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.70, L= 403.71, L_straight= 398.08, slack=  5.63, T_bat= 6.37, T_rov= 0.50, F_drag_cable=( 0.01,  7.51), Fy_cmd=-25.00, desired=  0.57, ret=  0.48, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.80, L= 403.76, L_straight= 398.12, slack=  5.64, T_bat= 6.63, T_rov= 0.50, F_drag_cable=( 0.01,  7.52), Fy_cmd=-25.00, desired=  0.58, ret=  0.49, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.90, L= 403.81, L_straight= 398.15, slack=  5.66, T_bat= 6.76, T_rov= 0.50, F_drag_cable=( 0.01,  7.52), Fy_cmd=-25.00, desired=  0.58, ret=  0.50, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.00, L= 403.86, L_straight= 398.19, slack=  5.67, T_bat= 6.76, T_rov= 0.50, F_drag_cable=( 0.01,  7.53), Fy_cmd=-25.00, desired=  0.58, ret=  0.51, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.10, L= 403.91, L_straight= 398.22, slack=  5.69, T_bat= 6.69, T_rov= 0.50, F_drag_cable=( 0.01,  7.53), Fy_cmd=-25.00, desired=  0.58, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.20, L= 403.96, L_straight= 398.26, slack=  5.70, T_bat= 6.83, T_rov= 0.50, F_drag_cable=( 0.01,  7.53), Fy_cmd=-25.00, desired=  0.59, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.30, L= 404.01, L_straight= 398.29, slack=  5.72, T_bat= 6.89, T_rov= 0.50, F_drag_cable=( 0.01,  7.54), Fy_cmd=-25.00, desired=  0.59, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.40, L= 404.07, L_straight= 398.33, slack=  5.74, T_bat= 6.92, T_rov= 0.50, F_drag_cable=( 0.01,  7.54), Fy_cmd=-25.00, desired=  0.59, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.50, L= 404.12, L_straight= 398.36, slack=  5.76, T_bat= 6.85, T_rov= 0.50, F_drag_cable=( 0.01,  7.54), Fy_cmd=-25.00, desired=  0.59, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.60, L= 404.17, L_straight= 398.40, slack=  5.78, T_bat= 6.71, T_rov= 0.50, F_drag_cable=( 0.01,  7.54), Fy_cmd=-25.00, desired=  0.59, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.70, L= 404.23, L_straight= 398.43, slack=  5.80, T_bat= 6.67, T_rov= 0.50, F_drag_cable=( 0.01,  7.54), Fy_cmd=-25.00, desired=  0.59, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.80, L= 404.28, L_straight= 398.46, slack=  5.82, T_bat= 6.66, T_rov= 0.50, F_drag_cable=( 0.01,  7.54), Fy_cmd=-25.00, desired=  0.59, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.90, L= 404.34, L_straight= 398.50, slack=  5.84, T_bat= 6.77, T_rov= 0.50, F_drag_cable=( 0.01,  7.54), Fy_cmd=-25.00, desired=  0.59, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.00, L= 404.39, L_straight= 398.53, slack=  5.86, T_bat= 6.76, T_rov= 0.50, F_drag_cable=( 0.01,  7.54), Fy_cmd=-25.00, desired=  0.59, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.10, L= 404.45, L_straight= 398.57, slack=  5.88, T_bat= 6.72, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.20, L= 404.51, L_straight= 398.60, slack=  5.90, T_bat= 6.75, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.30, L= 404.56, L_straight= 398.64, slack=  5.93, T_bat= 6.81, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.40, L= 404.62, L_straight= 398.67, slack=  5.95, T_bat= 6.84, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.50, L= 404.68, L_straight= 398.71, slack=  5.97, T_bat= 6.88, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.60, L= 404.73, L_straight= 398.74, slack=  5.99, T_bat= 6.89, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.70, L= 404.79, L_straight= 398.78, slack=  6.02, T_bat= 6.83, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.80, L= 404.85, L_straight= 398.81, slack=  6.04, T_bat= 6.86, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.90, L= 404.91, L_straight= 398.84, slack=  6.06, T_bat= 6.84, T_rov= 0.50, F_drag_cable=( 0.01,  7.55), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.00, L= 404.96, L_straight= 398.88, slack=  6.09, T_bat= 6.85, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.10, L= 405.02, L_straight= 398.91, slack=  6.11, T_bat= 6.84, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.20, L= 405.08, L_straight= 398.95, slack=  6.13, T_bat= 6.85, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.30, L= 405.14, L_straight= 398.98, slack=  6.16, T_bat= 6.77, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.40, L= 405.20, L_straight= 399.02, slack=  6.18, T_bat= 6.79, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.50, L= 405.26, L_straight= 399.05, slack=  6.20, T_bat= 6.73, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.60, L= 405.31, L_straight= 399.09, slack=  6.23, T_bat= 6.72, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.70, L= 405.37, L_straight= 399.12, slack=  6.25, T_bat= 6.69, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.80, L= 405.43, L_straight= 399.16, slack=  6.27, T_bat= 6.79, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.90, L= 405.49, L_straight= 399.19, slack=  6.30, T_bat= 6.71, T_rov= 0.50, F_drag_cable=( 0.01,  7.56), Fy_cmd=-25.00, desired=  0.59, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 21.00, L= 405.55, L_straight= 399.22, slack=  6.32, T_bat= 6.75, T_rov= 0.50, F_drag_cable=( 0.01,  7.57), Fy_cmd=-25.00, desired=  0.59, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 21.10, L= 405.61, L_straight= 399.26, slack=  6.35, T_bat= 6.81, T_rov= 0.50, F_drag_cable=( 0.01,  7.57), Fy_cmd=-25.00, desired=  0.59, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 21.20, L= 405.66, L_straight= 399.29, slack=  6.37, T_bat= 6.73, T_rov= 0.50, F_drag_cable=( 0.01,  7.57), Fy_cmd=-25.00, desired=  0.59, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 21.30, L= 405.72, L_straight= 399.33, slack=  6.39, T_bat= 6.69, T_rov= 0.50, F_drag_cable=( 0.01,  7.57), Fy_cmd=-25.00, desired=  0.59, ret=  0.59, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 21.40, L= 405.78, L_straight= 399.36, slack=  6.42, T_bat= 6.71, T_rov= 0.50, F_drag_cable=( 0.01,  7.57), Fy_cmd=-25.00, desired=  0.58, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 21.50, L= 405.84, L_straight= 399.40, slack=  6.44, T_bat= 6.76, T_rov= 0.50, F_drag_cable=( 0.01,  7.57), Fy_cmd=-25.00, desired=  0.57, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
